2016-11-22 16:57:01:544T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:02:365T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:03:181T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:03:997T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:05:630T,0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:08:891T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:09:706T,0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:10:523T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:11:341T,0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:12:156T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:12:970T,0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:13:784T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:14:601T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:15:417T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:16:234T,0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:17:048T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:17:860T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:18:678T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:19:493T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
2016-11-22 16:57:20:309T,$#0,0,29,29,30,29,26,26,26,29,26,26,30,29,26,26,29,0,26,0,	
